lon,lat,Bed Elevation,Mean Curvature,Sedthk,CurieDepth,Rocktype,LAB,Magnet Anolay,distance_to_volcano,distance_to_hotspot,moho,Bouguer Gravity,MiddleCrustThickness,UpperCrustThickness,Vp (km/s),Vs (km/s),TectReign,heat flow
9.5,31,313.37878,-0.046535,3.635906493,31.79289533,1,86.73696985,22.31852056,372.4922693,954.5722247,34.22925811,59.82891746,-24.14232232,-14.32048,8.15205,4.53577,2,82
5.5,31,169.23083,-0.0471365,3.458613293,33.46678067,5,104.8630413,-24.72378798,615.4229977,890.9349161,35.1600586,63.02041692,-24.71262192,-14.67376353,8.21382,4.59711,1,84.2
-105.5,31,1424.185,-0.183855,1.912937458,19.34714522,1,83.4365454,17.79564696,189.1045905,614.2382753,34.22046032,-9.473285881,-27.00718351,-14.41529227,8.02615,4.40473,3,89.825
-108.5,31,1389.8245,-0.109995,1.539486137,13.11607911,3,65.23593007,-53.56026758,169.553384,623.8476585,28.68432625,-13.082554,-20.92555764,-11.22694122,7.86,4.24016,3,90.2
-111,31,1394.8259,-0.030000667,0.468365986,13.36418411,3,60.37765,1.880102538,208.2959434,485.4194011,25.62589422,-8.3666917,-18.26004178,-8.737915377,7.84984,4.22954,4,91
-110.5,31,1528.5107,-0.0321805,0.565008204,13.50449178,3,59.63684538,-94.4210976,179.0392514,506.8481874,26.33397899,-16.35667304,-18.12535689,-8.612796544,7.84746,4.22729,4,92.898
-2,31,716.703,-0.042819333,2.443631169,34.31535478,1,78.95578633,-48.49246096,213.9629274,1190.592823,34.51561827,59.91795742,-24.93810254,-14.30437248,8.10649,4.48794,3,93.5
-108,31,1352.2023,-0.13797,1.807370971,13.27615056,3,67.30080639,-0.929955338,136.6726858,658.8362847,29.13187122,-14.23677825,-20.81951484,-11.61013874,7.8769,4.25703,3,95.76666667
-1.5,31,738.0272,-0.0437945,2.51903389,33.53467,1,77.6766719,-13.98694412,216.0322992,1158.320212,34.56575959,58.13699476,-24.9263901,-14.14528012,8.1185,4.50006,3,96
-114,31,-25.000107,0.000368557,0.57107596,25.82192078,9999,56.82892658,-7.265674356,106.3808807,455.2804834,22.62768791,121.103165,-13.1834334,-6.867094199,7.85757,4.23697,4,105.7
130.5,31,57.930286,0.13648,0.881784967,20.97000733,9999,85.7226447,-9.573648853,56.85753591,4699.430969,23.04261757,174.3886544,-14.14389887,-8.170122153,8.06101,4.43622,3,113
-106,31,1267.3832,-0.19094,1.935011749,18.51062,1,79.38754608,-45.39127728,152.8211419,625.6071091,32.65711085,-20.0033951,-24.67651918,-13.35503192,7.98802,4.36702,3,120.54
-116.5,31,231.76715,0.118365,0.42739525,18.95269733,1,58.53899521,237.8886624,75.41901023,281.9503929,14.8353855,150.1790546,-16.77132361,-7.985846625,7.82162,4.20155,4,123.53
-112.5,31,623.8617,-0.0429245,0.438483667,12.31214733,7,57.32236332,3.985203604,210.7756904,447.4284755,23.65449806,72.78794106,-17.82070612,-8.887377787,7.86458,4.24398,4,159.65
32,31.5,-97.366806,-0.008276711,5.378572741,28.87393244,9999,106.7981132,4.764480889,367.0931141,417.0130275,27.23707702,137.918677,-20.09499529,-13.96230381,8.04893,4.43308,6,24
-105.5,31.5,1246.4645,-0.183855,0.6,18.80590722,6,85.07287976,69.47342013,163.1181586,559.9281046,33.65,4.528399719,-31.62,-16.41,8.03462,4.41274,3,32.74285714
-99.5,31.5,476.4202,-0.045123,1.4,24.09839444,3,121.1743496,183.7981773,632.3311998,690.3688826,40.07,77.44551839,-31.69,-16.28,8.14853,4.52555,2,33.92857143
-99.5,31.5,476.4202,-0.045123,1.4,24.09839444,3,121.1743496,183.7981773,632.3311998,690.3688826,40.07,77.44551839,-31.69,-16.28,8.14853,4.52555,2,33.92857143
-99.5,31.5,476.4202,-0.045123,1.4,24.09839444,3,121.1743496,183.7981773,632.3311998,690.3688826,40.07,77.44551839,-31.69,-16.28,8.14853,4.52555,2,33.92857143
-99.5,31.5,476.4202,-0.045123,1.4,24.09839444,3,121.1743496,183.7981773,632.3311998,690.3688826,40.07,77.44551839,-31.69,-16.28,8.14853,4.52555,2,33.92857143
-99.5,31.5,476.4202,-0.045123,1.4,24.09839444,3,121.1743496,183.7981773,632.3311998,690.3688826,40.07,77.44551839,-31.69,-16.28,8.14853,4.52555,2,33.92857143
-99.5,31.5,476.4202,-0.045123,1.4,24.09839444,3,121.1743496,183.7981773,632.3311998,690.3688826,40.07,77.44551839,-31.69,-16.28,8.14853,4.52555,2,33.92857143
-99.5,31.5,476.4202,-0.045123,1.4,24.09839444,3,121.1743496,183.7981773,632.3311998,690.3688826,40.07,77.44551839,-31.69,-16.28,8.14853,4.52555,2,33.92857143
-99.5,31.5,476.4202,-0.045123,1.4,24.09839444,3,121.1743496,183.7981773,632.3311998,690.3688826,40.07,77.44551839,-31.69,-16.28,8.14853,4.52555,2,33.92857143
-99.5,31.5,476.4202,-0.045123,1.4,24.09839444,3,121.1743496,183.7981773,632.3311998,690.3688826,40.07,77.44551839,-31.69,-16.28,8.14853,4.52555,2,33.92857143
-99.5,31.5,476.4202,-0.045123,1.4,24.09839444,3,121.1743496,183.7981773,632.3311998,690.3688826,40.07,77.44551839,-31.69,-16.28,8.14853,4.52555,2,33.92857143
-99.5,31.5,476.4202,-0.045123,1.4,24.09839444,3,121.1743496,183.7981773,632.3311998,690.3688826,40.07,77.44551839,-31.69,-16.28,8.14853,4.52555,2,33.92857143
-99.5,31.5,476.4202,-0.045123,1.4,24.09839444,3,121.1743496,183.7981773,632.3311998,690.3688826,40.07,77.44551839,-31.69,-16.28,8.14853,4.52555,2,33.92857143
-99.5,31.5,476.4202,-0.045123,1.4,24.09839444,3,121.1743496,183.7981773,632.3311998,690.3688826,40.07,77.44551839,-31.69,-16.28,8.14853,4.52555,2,33.92857143
-99.5,31.5,476.4202,-0.045123,1.4,24.09839444,3,121.1743496,183.7981773,632.3311998,690.3688826,40.07,77.44551839,-31.69,-16.28,8.14853,4.52555,2,33.92857143
-99.5,31.5,476.4202,-0.045123,1.4,24.09839444,3,121.1743496,183.7981773,632.3311998,690.3688826,40.07,77.44551839,-31.69,-16.28,8.14853,4.52555,2,33.92857143
-99.5,31.5,476.4202,-0.045123,1.4,24.09839444,3,121.1743496,183.7981773,632.3311998,690.3688826,40.07,77.44551839,-31.69,-16.28,8.14853,4.52555,2,33.92857143
-104.5,31.5,1092.1619,-0.161005,2.6,23.72368844,14,92.25401103,42.65544878,254.3616845,546.1018888,39.43,-23.07859279,-35.4,-19.4,8.1174,4.49492,2,34.61875
105.5,31.5,572.4239,-0.0887505,9,35.17706411,3,104.4627807,-151.9011024,754.2228022,6812.316827,41.26,-26.89616881,-30.92,-19.04,8.27228,4.65085,1,36
-104,31.5,886.3876,-0.149476667,2.830698406,25.25561378,1,95.25716141,0.3849706,300.7509556,544.9338514,40.20995913,-20.71352,-36.26194917,-20.74128179,8.14541,4.5228,2,36.04
-100,31.5,544.95483,-0.053626,2.304497898,24.52689878,5,119.2045228,130.6018076,596.869442,663.0712922,40.95148422,72.00830531,-31.06161953,-16.01021457,8.16843,4.54559,2,36.82857143
-86.5,31.5,114.19532,0.11603,4.5,25.34417033,1,141.3330481,-115.323659,1463.31953,1709.394124,38.36,143.1489919,-29.93,-17.17,8.14303,4.51488,2,37
-98.5,31.5,388.0249,-0.030168,1.1,22.63013267,5,115.724427,-40.35355544,707.8228304,750.4867558,38.65,86.52565582,-27.99,-14.34,8.11948,4.49618,2,38.35714286
-103,31.5,888.6053,-0.12871,3.255724317,23.76047889,1,101.5068761,15.01674564,394.1588147,554.2091496,42.14204659,58.18480842,-35.24905414,-20.52430833,8.20429,4.58142,2,38.875
-100.5,31.5,574.70874,-0.064935,2.2,24.869403,3,117.0375191,61.14911019,563.3190547,637.9360314,41.4,72.34509215,-30.27,-15.91,8.18595,4.56314,2,39.83333333
-99,31.5,458.9231,-0.038110667,3.473490785,23.09333633,6,119.9706121,105.5173783,669.4000222,719.5821466,39.49666154,83.11682197,-30.32539993,-15.45414504,8.13347,4.51032,2,40.30769231
112.5,31.5,172.81186,-0.036935333,0.4,28.10619933,12,93.25616345,-46.87957648,281.8915565,6291.368089,35.1,63.42253847,-22.77,-11.69,8.11039,4.48583,2,41
-103.5,31.5,861.4675,-0.13878,6.3,24.995151,1,98.32017776,-3.657170093,347.378446,547.6553925,42.75,16.15190287,-36.13,-21.7,8.175,4.55226,2,41.66666667
-102,31.5,818.3373,-0.106716667,3.174797227,23.78870722,1,108.2548194,-106.4198795,478.0689502,578.2155105,42.52401445,38.67723734,-31.53068553,-17.2486961,8.22042,4.59747,2,41.88
-102.5,31.5,870.30524,-0.11834,3,23.78216656,14,104.8660919,-9.338035591,441.0425878,564.461503,42.99,32.88140467,-33.79,-18.94,8.22228,4.59933,2,42.45454545
106.5,31.5,527.1423,-0.0702095,9.5,32.14843067,3,105.8177655,-70.07884931,668.2387452,6842.260436,40.6,-17.64178871,-31.13,-19.43,8.3185,4.69621,1,42.5
-87,31.5,101.61096,0.128136667,5.332908081,24.84219733,1,140.9133778,-89.60196573,1425.435918,1665.933907,38.68926719,128.959111,-30.35933151,-17.53352929,8.13885,4.51092,2,43
-101,31.5,697.7848,-0.079028667,2.811951863,24.77351667,6,114.5394997,138.4145079,532.0424354,615.228818,41.95958068,63.33403202,-29.77149162,-15.62213593,8.19704,4.57419,2,43.44827586
-105,31.5,1368.3597,-0.172976667,2.107713264,20.82775289,3,89.00936941,-31.54235787,208.371101,551.1347476,36.72046905,-14.12974566,-33.39818282,-17.78087856,8.08269,4.46042,3,43.50357143
-86,31.5,124.30814,0.094851667,4.384936366,25.49378644,1,141.2888951,-110.1454398,1501.859315,1752.97038,38.79477145,153.482222,-30.15201758,-16.89757309,8.14596,4.51756,2,44
-106,31.5,1466.8364,-0.19094,1.890456918,18.28994556,6,80.96950582,131.7953285,119.4456981,572.3084459,32.88397683,-11.42390492,-27.84051736,-14.85824392,7.99045,4.36899,3,44
34,31.5,-435.13577,0.026521111,4.268803708,27.52187178,9999,90.18257651,24.9838758,187.3060551,597.0396067,27.65838895,110.6564213,-19.95455226,-12.44685247,7.87579,4.26007,4,44.525
-101.5,31.5,788.90643,-0.093519,3.8,23.31292622,6,111.5421674,18.94924339,503.4641565,595.2281678,42.36,52.34437463,-29.04,-15.25,8.20803,4.58513,2,44.86363636
104.5,31.5,722.9738,-0.112788333,6.5,35.17922033,1,102.5577564,-98.83959879,841.7852901,6717.694363,44.33,-69.92191916,-29.79,-17.03,8.23869,4.6177,2,45
35,31.5,379.66266,0.040850667,3.68541037,27.33605022,6,83.53829965,97.94396729,111.4825038,689.269118,29.31342587,89.46675595,-20.58415543,-11.97148904,7.79926,4.18335,4,45.0863
49,31.5,233.91754,-0.0111849,3.734037526,33.12455356,6,99.14723262,-18.35032543,467.4197601,2010.643992,28.61806506,-11.24235404,-32.63431378,-19.03673426,8.31562,4.69796,1,46.8442
34.5,31.5,94.00405,0.036133167,4.5,28.79806744,1,86.74502566,161.2291968,146.5964688,643.0359348,25.14,110.3525564,-20.96,-12.83,7.83805,4.22224,4,47.34725197
107.5,31.5,844.4591,-0.056786833,8.5,33.09474044,3,106.458195,87.71514124,584.5394752,6749.802277,39.78,-27.95272361,-30.66,-18.6,8.35781,4.73467,1,48.14285714
104,31.5,1420.872,-0.123795556,1.936967451,35.51319622,5,101.4025964,-139.7311499,886.0103655,6670.405805,48.2428176,-92.20993963,-33.41644872,-17.81873698,8.2319,4.61092,2,49
-98,31.5,292.5136,-0.019761667,4.127889713,24.45586922,5,114.178642,-0.8366682,747.3901694,782.8817435,38.15748874,81.69024095,-27.31134948,-14.37937383,8.10528,4.48184,2,49.75
-88,31.5,66.20337,0.133593333,6.312473922,26.98050978,1,138.2196724,102.0884388,1351.859567,1579.404409,38.08384215,130.7979896,-30.29979099,-18.39214705,8.12792,4.50044,2,50.52631579
-82,31.5,20.416265,-0.054586,2.574596186,30.63424389,1,134.5273719,-153.8508559,1717.818343,2104.777785,36.80320836,129.8448955,-25.62380374,-13.24844701,8.13196,4.50385,2,51
120,31.5,4.7928033,-0.051275667,0.860105826,29.950396,1,67.56379924,-62.92289116,111.2024183,5619.476272,32.23278398,129.5022474,-21.57705937,-11.11406044,7.94206,4.31724,3,51.25
-90,31.5,120.76688,0.115343333,7.819216518,27.75389978,1,127.0446736,-9.867505507,1215.319627,1408.278121,35.95231629,147.3409465,-27.60762798,-18.69318468,8.10474,4.47805,2,53
-87.5,31.5,73.80361,0.13349,5.5,25.48842189,1,139.8279391,-57.62615591,1388.262847,1622.600164,37.96,125.622078,-30.21,-17.82,8.13328,4.50557,2,53.09090909
-89.5,31.5,92.1612,0.12177,10,26.17083489,1,130.5384997,-26.79430416,1247.941578,1450.77963,34.35,150.3348773,-27.29,-18.6,8.11219,4.48535,2,54.73333333
106,31.5,531.17487,-0.078586444,2.319337086,34.27988422,3,105.1763677,-193.2551092,710.996925,6859.648387,43.31268058,-19.15275108,-31.43008488,-19.20978845,8.29702,4.67515,1,54.75
105,31.5,602.0087,-0.100543667,2.174368989,35.45587244,3,103.625136,-88.21357406,797.8394728,6764.998431,45.54143097,-45.72660972,-30.52540402,-17.97666052,8.25017,4.62907,2,54.75
124.5,31.5,-43.327152,-0.00042276,1.8,17.747108,9999,69.86459733,-3.161228382,464.1230393,5228.780842,30.5,140.390827,-20.99,-11.42,7.85536,4.23046,4,55
-88.5,31.5,51.173252,0.131075,8,26.39061378,1,136.1706208,49.9085564,1316.290569,1536.359385,36.7,136.8397264,-29.81,-18.87,8.12362,4.49636,2,56.17647059
-89,31.5,81.4527,0.12693,7.189371947,26.54554267,1,133.6305002,-44.91487894,1281.625921,1493.479222,37.08797319,144.9326635,-28.57782827,-18.60994626,8.11884,4.49179,2,56.23529412
-8.5,31.5,433.9315,-0.0675025,0.4,34.16338356,6,77.12918563,-1.990832458,310.5895712,816.3090524,30.37,97.45382677,-27,-14.15,7.93501,4.31701,3,57
-109,31.5,1511.8367,-0.083282,1.26931363,13.94057533,1,64.41734974,-5.647261387,113.666535,633.0961041,28.52040092,-29.4934521,-21.11349518,-11.07671214,7.83807,4.21794,4,58.23448276
-91,31.5,99.85375,0.099419333,8.146430821,32.81800244,1,119.9467917,-38.06936261,1153.622763,1323.949999,34.83750903,139.7895368,-27.51423324,-18.85838583,8.0936,4.46716,2,58.37037037
-90.5,31.5,104.393394,0.10772,10.5,30.54338578,1,123.3752783,-73.66014246,1183.848449,1365.994268,34.63,140.3998299,-28.48,-19.43,8.09884,4.47227,2,58.61111111
118.5,31.5,23.894363,-0.069045333,0.3,24.47383744,1,69.79791759,-10.975824,65.69030041,5752.007333,33.39,123.8359212,-21.31,-10.95,7.95887,4.33445,3,58.83333333
-92,31.5,21.024994,0.085860333,8.184234431,35.90930978,1,114.8522819,-105.4457963,1097.317446,1240.68189,33.83420815,144.5608242,-26.19745148,-18.53605864,8.07863,4.45246,2,61.20833333
-91.5,31.5,51.195953,0.09177,10.8,34.59765422,1,117.2237534,-81.6888613,1124.743496,1282.169954,34.06,137.7986709,-26.92,-18.84,8.08645,4.46015,2,62.0952381
-93,31.5,46.25825,0.078215667,7.936705072,35.41287656,1,110.6557658,-142.6232817,1047.277583,1158.711266,33.19422005,139.0020247,-26.43966243,-17.85679798,8.07149,4.44541,2,63.2
-96,31.5,110.52059,0.027432333,5.975311613,30.83202222,3,108.7166793,-8.752062924,914.0602712,924.1146364,35.2222578,123.5740086,-23.95927094,-15.25907242,8.08647,4.46155,2,63.8
-10,31.5,-12.591488,-0.067725667,2.775488184,28.02666233,9999,77.30377742,-24.37863589,427.0219796,678.9341014,26.73481256,179.2696676,-17.70297044,-11.26305883,7.89574,4.27781,5,65
-97.5,31.5,174.25388,-0.00766105,2.5,26.35212633,5,112.6281622,-93.67343865,787.9289499,816.5890276,37.55,88.10512394,-25.22,-13.74,8.0915,4.46778,2,65
119.5,31.5,4.4600782,-0.057367,0.3,26.30779,1,68.08289163,-37.71348524,72.17859609,5663.536983,31.98,123.0944977,-21.48,-11.03,7.94422,4.31951,3,65.8
-9.5,31.5,300.33023,-0.0676445,2.5,29.82173633,3,76.8232022,-42.19405518,386.4165142,724.5765725,31.39,134.0214405,-25.11,-14.33,7.90881,4.29087,5,65.83333333
0.5,31.5,682.8409,-0.044544,4,31.04542967,5,70.26769463,24.0157738,271.6729674,1089.91285,36.36,39.67109149,-24.65,-14.16,8.10638,4.48836,3,66
0.5,31.5,682.8409,-0.044544,4,31.04542967,5,70.26769463,24.0157738,271.6729674,1089.91285,36.36,39.67109149,-24.65,-14.16,8.10638,4.48836,3,66
0.5,31.5,682.8409,-0.044544,4,31.04542967,5,70.26769463,24.0157738,271.6729674,1089.91285,36.36,39.67109149,-24.65,-14.16,8.10638,4.48836,3,66
0.5,31.5,682.8409,-0.044544,4,31.04542967,5,70.26769463,24.0157738,271.6729674,1089.91285,36.36,39.67109149,-24.65,-14.16,8.10638,4.48836,3,66
0.5,31.5,682.8409,-0.044544,4,31.04542967,5,70.26769463,24.0157738,271.6729674,1089.91285,36.36,39.67109149,-24.65,-14.16,8.10638,4.48836,3,66
0.5,31.5,682.8409,-0.044544,4,31.04542967,5,70.26769463,24.0157738,271.6729674,1089.91285,36.36,39.67109149,-24.65,-14.16,8.10638,4.48836,3,66
0.5,31.5,682.8409,-0.044544,4,31.04542967,5,70.26769463,24.0157738,271.6729674,1089.91285,36.36,39.67109149,-24.65,-14.16,8.10638,4.48836,3,66
0.5,31.5,682.8409,-0.044544,4,31.04542967,5,70.26769463,24.0157738,271.6729674,1089.91285,36.36,39.67109149,-24.65,-14.16,8.10638,4.48836,3,66
0.5,31.5,682.8409,-0.044544,4,31.04542967,5,70.26769463,24.0157738,271.6729674,1089.91285,36.36,39.67109149,-24.65,-14.16,8.10638,4.48836,3,66
0.5,31.5,682.8409,-0.044544,4,31.04542967,5,70.26769463,24.0157738,271.6729674,1089.91285,36.36,39.67109149,-24.65,-14.16,8.10638,4.48836,3,66
0.5,31.5,682.8409,-0.044544,4,31.04542967,5,70.26769463,24.0157738,271.6729674,1089.91285,36.36,39.67109149,-24.65,-14.16,8.10638,4.48836,3,66
0.5,31.5,682.8409,-0.044544,4,31.04542967,5,70.26769463,24.0157738,271.6729674,1089.91285,36.36,39.67109149,-24.65,-14.16,8.10638,4.48836,3,66
0.5,31.5,682.8409,-0.044544,4,31.04542967,5,70.26769463,24.0157738,271.6729674,1089.91285,36.36,39.67109149,-24.65,-14.16,8.10638,4.48836,3,66
0.5,31.5,682.8409,-0.044544,4,31.04542967,5,70.26769463,24.0157738,271.6729674,1089.91285,36.36,39.67109149,-24.65,-14.16,8.10638,4.48836,3,66
0.5,31.5,682.8409,-0.044544,4,31.04542967,5,70.26769463,24.0157738,271.6729674,1089.91285,36.36,39.67109149,-24.65,-14.16,8.10638,4.48836,3,66
0.5,31.5,682.8409,-0.044544,4,31.04542967,5,70.26769463,24.0157738,271.6729674,1089.91285,36.36,39.67109149,-24.65,-14.16,8.10638,4.48836,3,66
-92.5,31.5,40.9966,0.0816065,12,37.07355622,1,112.5942726,-100.7871092,1071.456676,1199.517158,33.05,150.2568497,-25.78,-18.87,8.07293,4.44683,2,66.16666667
119,31.5,25.750093,-0.063720667,0.854857375,24.10654378,1,68.81059247,-18.74216534,50.26075478,5707.715064,32.81554002,123.805499,-21.31324929,-10.89104171,7.94917,4.32458,3,66.22
130,31.5,51.003326,0.129523333,0.923714669,15.68538022,2,83.74140022,-20.00353465,49.83552286,4768.665155,23.8076506,179.4624108,-15.07361979,-8.565155582,8.06173,4.43629,3,66.706925
-95.5,31.5,119.86939,0.038024,9.5,34.83520544,3,107.8348429,-84.2328093,955.7864548,961.6908104,34.28,117.0152925,-25.71,-17.55,8.08964,4.46436,2,66.81875
8,31.5,171.4566,-0.051794667,3.923125281,28.713883,1,100.6717323,-2.254287053,499.4662001,965.5480299,34.46490965,93.18080841,-24.31063595,-14.97184288,8.2143,4.59763,1,67
-95,31.5,112.62268,0.048647667,6.846976663,34.87992,3,107.4174097,-71.75079328,969.7734012,999.9717307,33.95828679,116.807643,-25.15941321,-16.78428716,8.08971,4.46408,2,67.21428571
-94.5,31.5,100.51016,0.0589195,7.01,32.33200278,3,107.7664132,-54.53665955,986.0292158,1038.878627,32.91,125.4544098,-24.07,-15.49,8.08569,4.45976,2,67.85714286
-97,31.5,161.00145,0.00482063,4.989106449,27.70930189,1,111.1842427,11.97310749,829.2960196,851.4520122,36.69731628,137.039448,-23.86273027,-13.35059074,8.08295,4.45882,2,67.91666667
5,31.5,172.09663,-0.046224667,3.544426082,36.31636611,5,105.1719772,60.70476245,663.3827136,950.296742,34.89275928,65.71910314,-24.50580685,-14.56796467,8.20558,4.58866,2,68.5
37,31.5,587.88745,-0.000383121,2.848204205,25.952971,6,73.52196786,80.3595064,146.5964688,875.8027803,33.4459842,42.88396171,-22.68090784,-12.29661972,7.73733,4.12044,4,70
-93.5,31.5,56.12001,0.074042,7,32.57483511,1,109.40596,-103.2852357,1024.899601,1118.304534,32.4,134.1072209,-27.43,-17.17,8.07435,4.44827,2,70
-94,31.5,75.84243,0.067609333,7.471892188,32.00156522,1,108.5062505,-39.82415362,1004.443491,1078.342862,33.21143262,134.5367728,-25.92438496,-16.51167474,8.07964,4.45359,2,70.5
120.5,31.5,2.154297,-0.046090333,0.8,31.43235267,1,67.21395644,-55.91500376,154.9021533,5575.536198,31.56,122.8846917,-21.72,-11.26,7.94065,4.31572,3,70.6
120.5,31.5,2.154297,-0.046090333,0.8,31.43235267,1,67.21395644,-55.91500376,154.9021533,5575.536198,31.56,122.8846917,-21.72,-11.26,7.94065,4.31572,3,70.6
120.5,31.5,2.154297,-0.046090333,0.8,31.43235267,1,67.21395644,-55.91500376,154.9021533,5575.536198,31.56,122.8846917,-21.72,-11.26,7.94065,4.31572,3,70.6
120.5,31.5,2.154297,-0.046090333,0.8,31.43235267,1,67.21395644,-55.91500376,154.9021533,5575.536198,31.56,122.8846917,-21.72,-11.26,7.94065,4.31572,3,70.6
120.5,31.5,2.154297,-0.046090333,0.8,31.43235267,1,67.21395644,-55.91500376,154.9021533,5575.536198,31.56,122.8846917,-21.72,-11.26,7.94065,4.31572,3,70.6
120.5,31.5,2.154297,-0.046090333,0.8,31.43235267,1,67.21395644,-55.91500376,154.9021533,5575.536198,31.56,122.8846917,-21.72,-11.26,7.94065,4.31572,3,70.6
120.5,31.5,2.154297,-0.046090333,0.8,31.43235267,1,67.21395644,-55.91500376,154.9021533,5575.536198,31.56,122.8846917,-21.72,-11.26,7.94065,4.31572,3,70.6
120.5,31.5,2.154297,-0.046090333,0.8,31.43235267,1,67.21395644,-55.91500376,154.9021533,5575.536198,31.56,122.8846917,-21.72,-11.26,7.94065,4.31572,3,70.6
120.5,31.5,2.154297,-0.046090333,0.8,31.43235267,1,67.21395644,-55.91500376,154.9021533,5575.536198,31.56,122.8846917,-21.72,-11.26,7.94065,4.31572,3,70.6
120.5,31.5,2.154297,-0.046090333,0.8,31.43235267,1,67.21395644,-55.91500376,154.9021533,5575.536198,31.56,122.8846917,-21.72,-11.26,7.94065,4.31572,3,70.6
