lon,lat,Bed Elevation,Mean Curvature,Sedthk,CurieDepth,Rocktype,LAB,Magnet Anolay,distance_to_volcano,distance_to_hotspot,moho,Bouguer Gravity,MiddleCrustThickness,UpperCrustThickness,Vp (km/s),Vs (km/s),TectReign,heat flow
-120,58,568.7233,0.12184,2.614014517,24.79745211,3,189.7231864,-133.4642203,453.9239551,1093.523847,37.69747692,62.82703545,-29.77319158,-15.73312026,8.31146,4.69045,1,68.14285714
-117.5,58,334.07962,0.13063,1.917637265,24.03781344,3,197.380103,185.8189717,592.2919453,1233.377212,38.58688256,63.78427587,-28.02603425,-13.92376065,8.31382,4.69289,1,68.25
-115.5,58,279.15564,0.0838535,1.416752114,20.99332444,3,198.2182889,-14.66690656,706.5279517,1347.40078,38.32057858,75.57920695,-29.50036945,-14.355242,8.30976,4.68867,1,68.66666667
-130,58,1382.3757,0.104153333,1.473912661,9.861935978,9,86.19922469,63.6985209,17.81558991,610.4569733,33.30321703,21.93884479,-26.44641779,-13.26991269,7.89898,4.27319,4,68.66666667
76.5,58,102.54446,0.013671167,3.078123383,18.46861256,1,117.0031726,22.4881926,1482.040219,3900.383983,37.98647597,83.75754981,-25.04239037,-14.70970856,8.15495,4.53403,2,69
-119,58,545.47424,0.127696667,2.300485223,22.58621744,3,193.3879967,295.7549873,508.4419076,1149.036251,38.44645137,56.86460081,-27.67508894,-14.3552949,8.31343,4.69248,1,69.61538462
-115,58,279.66882,0.057792,1.294780865,21.13523944,3,198.3213483,-61.97239446,725.2583574,1376.131179,38.21505841,71.20639428,-28.79526797,-13.97339279,8.30903,4.68788,1,69.66666667
-124.5,58,1478.5968,0.10849,0.173005321,30.12524933,6,147.8737706,203.2647349,244.9139749,854.4204384,35.87277961,-5.448476753,-31.72185541,-16.72646283,8.18306,4.56028,2,70
81.5,58,89.288315,0.0022706,2.247854499,25.44776267,3,118.6370317,-4.182911822,1218.487703,4064.037914,36.30764289,71.00804589,-26.72836155,-15.06210405,8.10778,4.48689,2,71
64,58,91.22031,-0.018351489,0.920474908,22.89790267,3,139.5804781,-122.868731,2197.099573,3471.818271,40.08140907,87.78286123,-29.12922477,-14.34688471,8.20778,4.5866,1,71
-48.5,58,-3435.4775,0.0981855,1.586400812,17.37151056,9999,122.478637,-38.81823212,1601.450783,1656.93375,18.03188573,377.286258,-12.32611054,-6.281664485,8.00992,4.39137,6,71
-120.5,58,504.15048,0.118835,2.747156069,29.00644178,3,187.3449475,-232.5897061,427.2442858,1066.020402,37.62832441,62.02464398,-30.05193617,-15.94671913,8.3086,4.68752,1,71.5
-121.5,58,457.40448,0.112915,2.84278786,28.22769356,3,180.4270851,78.36728937,375.4638567,1011.595487,37.38537941,55.92431071,-30.59712464,-16.30772822,8.29899,4.67769,1,71.5
-119.5,58,572.5737,0.124835,2.472526211,22.41547822,3,191.4708035,97.71439776,481.0120327,1121.200435,37.73852266,57.17010707,-29.51066889,-15.51512961,8.31265,4.69167,1,71.76470588
-119.5,58,572.5737,0.124835,2.472526211,22.41547822,3,191.4708035,97.71439776,481.0120327,1121.200435,37.73852266,57.17010707,-29.51066889,-15.25460513,8.31265,4.69167,1,71.76470588
-119.5,58,572.5737,0.124835,2.472526211,22.41547822,3,191.4708035,97.71439776,481.0120327,1121.200435,37.73852266,57.17010707,-28.6911715,-15.51512961,8.31265,4.69167,1,71.76470588
-119.5,58,572.5737,0.124835,2.472526211,22.41547822,3,191.4708035,97.71439776,481.0120327,1121.200435,37.73852266,57.17010707,-28.6911715,-15.25460513,8.31265,4.69167,1,71.76470588
-119.5,58,572.5737,0.124835,2.472526211,22.41547822,3,191.4708035,97.71439776,481.0120327,1121.200435,38.37670557,57.17010707,-29.51066889,-15.51512961,8.31265,4.69167,1,71.76470588
-119.5,58,572.5737,0.124835,2.472526211,22.41547822,3,191.4708035,97.71439776,481.0120327,1121.200435,38.37670557,57.17010707,-29.51066889,-15.25460513,8.31265,4.69167,1,71.76470588
-119.5,58,572.5737,0.124835,2.472526211,22.41547822,3,191.4708035,97.71439776,481.0120327,1121.200435,38.37670557,57.17010707,-28.6911715,-15.51512961,8.31265,4.69167,1,71.76470588
-119.5,58,572.5737,0.124835,2.472526211,22.41547822,3,191.4708035,97.71439776,481.0120327,1121.200435,38.37670557,57.17010707,-28.6911715,-15.25460513,8.31265,4.69167,1,71.76470588
-119.5,58,572.5737,0.124835,2.393126798,22.41547822,3,191.4708035,97.71439776,481.0120327,1121.200435,37.73852266,57.17010707,-29.51066889,-15.51512961,8.31265,4.69167,1,71.76470588
-119.5,58,572.5737,0.124835,2.393126798,22.41547822,3,191.4708035,97.71439776,481.0120327,1121.200435,37.73852266,57.17010707,-29.51066889,-15.25460513,8.31265,4.69167,1,71.76470588
-119.5,58,572.5737,0.124835,2.393126798,22.41547822,3,191.4708035,97.71439776,481.0120327,1121.200435,37.73852266,57.17010707,-28.6911715,-15.51512961,8.31265,4.69167,1,71.76470588
-119.5,58,572.5737,0.124835,2.393126798,22.41547822,3,191.4708035,97.71439776,481.0120327,1121.200435,37.73852266,57.17010707,-28.6911715,-15.25460513,8.31265,4.69167,1,71.76470588
-119.5,58,572.5737,0.124835,2.393126798,22.41547822,3,191.4708035,97.71439776,481.0120327,1121.200435,38.37670557,57.17010707,-29.51066889,-15.51512961,8.31265,4.69167,1,71.76470588
-119.5,58,572.5737,0.124835,2.393126798,22.41547822,3,191.4708035,97.71439776,481.0120327,1121.200435,38.37670557,57.17010707,-29.51066889,-15.25460513,8.31265,4.69167,1,71.76470588
-119.5,58,572.5737,0.124835,2.393126798,22.41547822,3,191.4708035,97.71439776,481.0120327,1121.200435,38.37670557,57.17010707,-28.6911715,-15.51512961,8.31265,4.69167,1,71.76470588
-119.5,58,572.5737,0.124835,2.393126798,22.41547822,3,191.4708035,97.71439776,481.0120327,1121.200435,38.37670557,57.17010707,-28.6911715,-15.25460513,8.31265,4.69167,1,71.76470588
-123,58,593.6342,0.10865,2.262644593,30.78798433,3,165.7587182,-39.32249695,303.7716675,931.6907057,36.74518574,38.02929734,-31.24701012,-16.614297,8.26095,4.63902,2,72.5
-121,58,446.22482,0.11579,2.813546716,28.78457867,3,184.2716906,-213.8478906,401.0561158,1038.705363,37.52386535,54.00384137,-30.33090856,-16.14064562,8.3043,4.68312,1,74.5
-118.5,58,475.7938,0.130085,2.184636266,23.46474522,3,195.7062323,92.0588035,536.1597617,1177.018578,38.50698301,58.18342814,-27.05198419,-13.67043814,8.31392,4.69298,1,74.83333333
75.5,58,103.6122,0.015694,3.100483076,17.71087789,5,115.4535196,12.87891226,1537.066311,3867.060884,38.25326971,75.02101044,-25.088334,-14.44910678,8.16663,4.54574,2,75
-122.5,58,593.76526,0.10923,2.660907967,31.06264811,3,171.0680696,125.063197,326.6309779,958.0668184,36.99458078,47.7823203,-31.04945223,-16.53724196,8.28079,4.65914,1,76
79,58,98.06695,0.013465,2.871073696,22.33191022,1,119.9423105,-57.02377816,1347.475697,3982.845574,36.90694537,74.18863237,-25.90463308,-14.80364256,8.12558,4.50462,2,77
-114.5,58,266.1334,0.0287025,1.168867095,21.472214,3,198.4785736,-84.65245669,742.7044701,1404.937483,38.12399349,68.45084498,-28.06147993,-13.57811131,8.30925,4.68803,1,77.66666667
-118,58,381.70685,0.131283333,2.053761635,23.77303233,3,196.6712138,49.13201088,564.1217664,1205.135785,38.55843122,58.49768895,-27.33324394,-13.63933818,8.31408,4.69316,1,79.2
63.5,58,93.25418,-0.01828285,0.751845252,22.21170278,3,140.5350589,6.232695231,2189.321933,3454.20473,40.3991229,84.63437815,-29.73069861,-14.78251003,8.21054,4.58919,1,80
-122,58,479.53662,0.11067,2.83599922,29.60801822,3,175.9671181,155.5128418,350.5995536,984.7092067,37.20723568,51.75542967,-30.83338645,-16.43627756,8.29287,4.67143,1,81
50,58.5,143.1227,-0.013958667,2.270031291,22.51795378,1,188.4635753,-61.39878454,1828.849412,2884.047589,28.34344757,99.58595696,-28.47414434,-14.50198337,8.31762,4.69578,1,29
40,58.5,176.35078,-0.051662,1.547620538,24.76824489,5,185.5042403,-103.2434204,1669.932013,2305.236867,42.75026223,101.6302905,-27.95358901,-14.29935767,8.38492,4.76331,1,36
5.5,58.5,70.23645,-0.0471365,0.65,18.39325311,13,124.8614099,34.68337956,882.9717612,927.3150445,35.66,120.6151467,-20.67,-10.74,8.09153,4.47097,6,37
28.5,58.5,70.21921,-0.017057833,0.5,24.94971644,5,182.0506596,-274.8138361,1193.991691,1665.135972,36.16,75.92129239,-30.18,-14.42,8.3362,4.71317,1,38
25.5,58.5,63.911987,-0.027515333,0.4,13.50661178,1,172.8111755,147.9387748,1089.746512,1509.660725,36.15,92.13140306,-31.02,-14.78,8.33172,4.70886,1,38
35.5,58.5,132.55182,0.039226667,1.5,19.59445422,5,194.3192158,-210.1573345,1506.314557,2049.208317,40.87,105.814546,-28.71,-14.22,8.34993,4.72831,1,40
-62,58.5,-167.63222,0.163246667,2.739327929,22.80703317,9999,179.97777,49.4833711,2224.428725,2281.467275,29.25499912,145.0326014,-19.0425942,-11.91616558,8.20094,4.58293,1,41
11.5,58.5,132.96873,-0.0370675,0.01,26.44423633,8,139.2396119,58.29708003,918.5640101,969.3084891,34.28,90.78163578,-23.88,-11.22,8.20063,4.57875,2,42
85,58.5,90.785904,-0.029306889,1.897991286,15.99112678,1,118.9524346,-5.648368102,1088.530449,4128.501059,39.91182983,61.98479546,-27.3266026,-15.1125981,8.12442,4.50401,2,43
159,58.5,-15.806334,0.145744444,1.547793064,28.45101356,9999,65.83824531,-22.48333442,95.95574149,3940.148668,33.27714911,160.7141867,-22.2030319,-11.06794619,7.84116,4.21798,3,43.9614
125,58.5,533.8381,0.005159369,1.285485499,22.27387711,5,127.3293253,209.6675429,991.2413207,5154.579715,41.77144081,40.77760752,-29.59978922,-14.99541334,8.14997,4.53146,2,45
6.5,58.5,647.9217,-0.050693,-4.81E-14,17.98228467,8,124.4476647,-39.66653023,877.3661714,923.2788086,36.36,100.3766137,-20.36,-9.43,8.09287,4.47191,6,45
16.5,58.5,29.822342,-0.032278,0.01,20.76129856,9,167.6215728,-136.6003318,960.5715222,1110.690885,42.52,101.5730444,-34.29,-16.11,8.29668,4.67527,1,46
69,58.5,76.89525,0.0043072,2.585007517,9.4472939,5,124.8590178,339.8426516,1917.415413,3601.229751,38.62383606,83.75447717,-27.08251796,-14.97876779,8.19736,4.57673,1,46.67796
87,58.5,119.48688,-0.025168667,1.641671209,17.344069,1,117.9155807,96.04141502,1007.599157,4190.620629,43.75668134,68.52297236,-27.91791984,-15.21742106,8.15048,4.53019,2,48
7,58.5,751.2166,-0.052075667,1.812807827,18.74706489,9,124.178864,182.9351358,876.3110804,922.9416478,33.9462266,91.30891412,-22.70948497,-12.04820373,8.09354,4.47238,6,48
-61,58.5,-184.35883,0.165603333,3.222182648,26.4447655,9999,174.3862226,-55.74026489,2175.770009,2232.821498,24.98961729,198.9797675,-19.0425942,-11.06516562,8.17052,4.55242,1,48
-62.5,58.5,-167.72855,0.16156,0.85,20.97567922,9999,182.6906021,-42.07235408,2248.744603,2305.772333,29.41,128.8763796,-23.4,-12.14,8.21653,4.59857,1,52
-125,58.5,1293.7544,0.108306667,0.26168969,32.36770578,6,143.7398505,180.5283928,267.1375799,860.5700713,35.64545984,6.905739581,-31.98822359,-16.82480677,8.16396,4.54112,3,52
42,58.5,173.40807,-0.040352444,2.108041983,22.35333656,5,174.3118973,25.35826811,1749.156382,2420.293406,28.72297511,106.7310988,-27.20078535,-14.50713023,8.37705,4.75545,1,52.5
77.5,58.5,85.005745,0.014649333,3.3,23.13226133,1,122.6079513,-205.7712775,1450.708256,3887.586505,38.31,63.36105074,-25.78,-14.66,8.14468,4.52372,2,53
87.5,58.5,124.16727,-0.020733117,2.3,19.01014633,1,117.8799985,62.63667411,988.8688077,4206.001773,44.97,68.33777632,-28.09,-15.32,8.15915,4.53889,2,54
86.5,58.5,104.46178,-0.028189667,2,15.74747,1,118.1199565,-1.565630213,1026.965974,4175.179462,42.87,72.23399331,-27.34,-14.79,8.14226,4.52195,2,54
77,58.5,99.15412,0.014098667,3.128289912,22.79926122,1,122.1616681,-33.30878281,1477.029213,3871.108165,38.60576222,78.70383765,-25.18418103,-14.76557406,8.1506,4.52964,2,56.5
83,58.5,88.49999,-0.014363789,2.189555737,25.61092456,1,119.2480596,-71.4750406,1177.512393,4065.454906,37.30720627,61.89251319,-26.86401916,-14.98938365,8.11417,4.49355,2,57
78.5,58.5,90.53666,0.014270833,3,22.91918856,1,123.3299592,68.67145503,1398.675486,3920.394175,37.81,72.16083661,-26.34,-14.79,8.13325,4.51229,2,57
29.5,58.5,73.80504,-0.013391,0.6,24.89549222,5,184.9945936,-216.0186005,1233.493106,1718.450385,36.18,69.63183753,-30.08,-14.43,8.33917,4.71619,1,57
15,58.5,112.09405,-0.032278,0.190709496,22.70885333,9,162.4622476,-50.13539352,963.3300633,1060.070392,39.9068835,94.2569813,-28.67589389,-14.24291594,8.27848,4.65692,1,57
41,58.5,142.4015,-0.047806111,2.018325005,22.24138044,1,177.0783525,-40.00483507,1708.71246,2362.691567,28.71310122,112.0780304,-27.02162945,-14.4108663,8.38372,4.76214,1,58
78,58.5,95.48242,0.014716333,3.038739669,22.95127356,1,122.9580251,-138.6009837,1424.586167,3904.015372,38.24437828,61.21858598,-25.52713735,-14.72100939,8.13906,4.51809,2,60
76.5,58.5,90.34634,0.013671167,3.7,20.53457611,1,121.4089831,-123.4068679,1503.537258,3854.580952,38.53,81.70994042,-25.92,-14.93,8.15672,4.53578,2,60
76,58.5,87.6337,0.014168778,3.181872897,19.18181378,1,120.5617603,-61.35470235,1530.221323,3838.005467,38.55522285,74.6197151,-25.02277679,-14.63664462,8.16267,4.54175,2,61.33333333
-117,58.5,421.88397,0.12662,1.639777411,20.69985967,3,199.0517945,-13.31958663,637.4881034,1277.569275,38.05456185,74.06753682,-28.1404985,-13.87863543,8.31739,4.69634,1,61.5
75.5,58.5,106.179985,0.015694,3.4,17.29118711,1,119.7471997,-49.08495097,1557.071,3821.382316,38.6,72.8727395,-25.13,-14.37,8.16821,4.54731,2,62.33333333
82,58.5,60.979137,-0.002963593,2.330629413,25.649942,3,120.3848866,-55.66566481,1224.459414,4033.595143,36.85879026,72.81831458,-26.7356258,-14.9991118,8.11178,4.49104,2,63
73,58.5,87.69156,0.022082778,3.064097425,11.56193769,5,115.7897476,55.18546678,1693.480341,3737.573201,39.30367172,61.65182368,-26.92498792,-15.25417958,8.18829,4.5675,2,63
-116.5,58.5,517.3663,0.118365,1.5,20.01956367,3,199.3225447,-96.91344604,664.8901957,1305.300366,37.97,71.43930459,-27.97,-13.75,8.31581,4.69472,1,63
68,58.5,47.285873,-0.009830067,2.327641046,11.53743256,1,128.6624748,2.873362698,1974.193272,3566.744491,38.35022293,81.2280187,-27.11715537,-15.00787031,8.19739,4.57676,1,65
11,58.5,18.368073,-0.038877333,0.803918183,26.36943956,9,134.9979236,121.106277,909.4593862,959.9576678,36.05736134,101.3109132,-24.94392511,-11.5849145,8.18476,4.56289,2,65.28571429
81.5,58.5,58.99302,0.0022706,3,24.16349767,1,121.0744986,-46.56380028,1248.463211,4017.583012,36.81,76.48142921,-26.71,-14.99,8.11072,4.48993,2,66
80,58.5,87.352104,0.011099322,2.906664378,24.25446489,3,124.0507447,-103.9353208,1322.349851,3969.224337,36.96570163,62.05906403,-26.25206927,-14.83648768,8.11647,4.49554,2,67
79,58.5,78.25088,0.013465,2.963176275,23.21717678,1,123.6690933,35.83684689,1372.989567,3936.722325,37.48404861,77.94628794,-25.9758713,-14.81252373,8.12742,4.50647,2,67
30.5,58.5,54.26622,-0.012173167,0.7,21.93381078,5,187.8070894,-185.7821029,1275.001859,1772.381068,36.59,67.04734812,-29.81,-14.37,8.338,4.71521,1,67
-118.5,58.5,357.121,0.130085,2,22.41025211,3,196.6980058,185.0778743,556.7975872,1195.175215,38.52,70.8101968,-28.08,-14.04,8.31857,4.69757,1,68.22222222
-116,58.5,618.3475,0.103935,1.407675789,19.63963478,3,199.4971381,67.36056815,692.4928947,1333.148482,37.86736888,72.23629807,-28.24280822,-13.7945371,8.31414,4.693,1,68.66666667
80.5,58.5,80.29605,0.009224233,2.9,24.06418978,3,124.288682,10.97036773,1297.427359,3985.397045,36.78,68.52361418,-26.33,-14.75,8.11249,4.49159,2,70
80.5,58.5,80.29605,0.009224233,2.9,24.06418978,3,124.288682,10.97036773,1297.427359,3985.397045,36.78,68.52361418,-26.33,-14.75,8.11249,4.49159,2,70
80.5,58.5,80.29605,0.009224233,2.9,24.06418978,3,124.288682,10.97036773,1297.427359,3985.397045,36.78,68.52361418,-26.33,-14.75,8.11249,4.49159,2,70
80.5,58.5,80.29605,0.009224233,2.9,24.06418978,3,124.288682,10.97036773,1297.427359,3985.397045,36.78,68.52361418,-26.33,-14.75,8.11249,4.49159,2,70
80.5,58.5,80.29605,0.009224233,2.9,24.06418978,3,124.288682,10.97036773,1297.427359,3985.397045,36.78,68.52361418,-26.33,-14.75,8.11249,4.49159,2,70
80.5,58.5,80.29605,0.009224233,2.9,24.06418978,3,124.288682,10.97036773,1297.427359,3985.397045,36.78,68.52361418,-26.33,-14.75,8.11249,4.49159,2,70
80.5,58.5,80.29605,0.009224233,2.9,24.06418978,3,124.288682,10.97036773,1297.427359,3985.397045,36.78,68.52361418,-26.33,-14.75,8.11249,4.49159,2,70
80.5,58.5,80.29605,0.009224233,2.9,24.06418978,3,124.288682,10.97036773,1297.427359,3985.397045,36.78,68.52361418,-26.33,-14.75,8.11249,4.49159,2,70
80.5,58.5,80.29605,0.009224233,2.9,24.06418978,3,124.288682,10.97036773,1297.427359,3985.397045,36.78,68.52361418,-26.33,-14.75,8.11249,4.49159,2,70
80.5,58.5,80.29605,0.009224233,2.9,24.06418978,3,124.288682,10.97036773,1297.427359,3985.397045,36.78,68.52361418,-26.33,-14.75,8.11249,4.49159,2,70
80.5,58.5,80.29605,0.009224233,2.9,24.06418978,3,124.288682,10.97036773,1297.427359,3985.397045,36.78,68.52361418,-26.33,-14.75,8.11249,4.49159,2,70
80.5,58.5,80.29605,0.009224233,2.9,24.06418978,3,124.288682,10.97036773,1297.427359,3985.397045,36.78,68.52361418,-26.33,-14.75,8.11249,4.49159,2,70
80.5,58.5,80.29605,0.009224233,2.9,24.06418978,3,124.288682,10.97036773,1297.427359,3985.397045,36.78,68.52361418,-26.33,-14.75,8.11249,4.49159,2,70
80.5,58.5,80.29605,0.009224233,2.9,24.06418978,3,124.288682,10.97036773,1297.427359,3985.397045,36.78,68.52361418,-26.33,-14.75,8.11249,4.49159,2,70
80.5,58.5,80.29605,0.009224233,2.9,24.06418978,3,124.288682,10.97036773,1297.427359,3985.397045,36.78,68.52361418,-26.33,-14.75,8.11249,4.49159,2,70
80.5,58.5,80.29605,0.009224233,2.9,24.06418978,3,124.288682,10.97036773,1297.427359,3985.397045,36.78,68.52361418,-26.33,-14.75,8.11249,4.49159,2,70
-120,58.5,376.60938,0.12184,2.371127192,28.073835,3,190.1383136,-77.21554125,479.3075841,1114.21994,37.47086487,58.28168788,-29.44919272,-15.35159581,8.31403,4.69296,1,70.8
-124,58.5,687.107,0.108496667,1.856586921,32.73771444,3,155.7353964,188.959701,307.4401414,908.6416975,36.16694224,32.74883914,-31.68172017,-16.73791606,8.21765,4.59535,2,71
-115,58.5,574.6446,0.057792,1.174473834,19.57155433,3,200.0519992,61.23576139,748.2056507,1389.161929,37.65895268,74.16585241,-28.00588047,-13.55562923,8.31091,4.68967,1,71.25
-114.5,58.5,396.31406,0.0287025,1,19.49967313,3,200.3094523,-167.9901777,776.2764897,1417.311847,37.43,73.21631904,-27.82,-13.42,8.31026,4.68896,1,71.5
-119.5,58.5,395.694,0.124835,2.2,23.64269711,3,192.0015223,-49.64711828,504.6871749,1141.023659,38.55,58.5214822,-28.1,-14.13,8.31574,4.69469,1,71.625
-119.5,58.5,395.694,0.124835,2.2,23.64269711,3,192.0015223,-49.64711828,504.6871749,1141.023659,38.55,58.5214822,-28.1,-14.13,8.31574,4.69469,1,71.625
-119.5,58.5,395.694,0.124835,2.2,23.64269711,3,192.0015223,-49.64711828,504.6871749,1141.023659,38.55,58.5214822,-28.1,-14.13,8.31574,4.69469,1,71.625
-119.5,58.5,395.694,0.124835,2.2,23.64269711,3,192.0015223,-49.64711828,504.6871749,1141.023659,38.55,58.5214822,-28.1,-14.13,8.31574,4.69469,1,71.625
-119.5,58.5,395.694,0.124835,2.2,23.64269711,3,192.0015223,-49.64711828,504.6871749,1141.023659,38.55,58.5214822,-28.1,-14.13,8.31574,4.69469,1,71.625
-119.5,58.5,395.694,0.124835,2.2,23.64269711,3,192.0015223,-49.64711828,504.6871749,1141.023659,38.55,58.5214822,-28.1,-14.13,8.31574,4.69469,1,71.625
-119.5,58.5,395.694,0.124835,2.2,23.64269711,3,192.0015223,-49.64711828,504.6871749,1141.023659,38.55,58.5214822,-28.1,-14.13,8.31574,4.69469,1,71.625
-119.5,58.5,395.694,0.124835,2.2,23.64269711,3,192.0015223,-49.64711828,504.6871749,1141.023659,38.55,58.5214822,-28.1,-14.13,8.31574,4.69469,1,71.625
-119.5,58.5,395.694,0.124835,2.2,23.64269711,3,192.0015223,-49.64711828,504.6871749,1141.023659,38.55,58.5214822,-28.1,-14.13,8.31574,4.69469,1,71.625
-119.5,58.5,395.694,0.124835,2.2,23.64269711,3,192.0015223,-49.64711828,504.6871749,1141.023659,38.55,58.5214822,-28.1,-14.13,8.31574,4.69469,1,71.625
-119.5,58.5,395.694,0.124835,2.2,23.64269711,3,192.0015223,-49.64711828,504.6871749,1141.023659,38.55,58.5214822,-28.1,-14.13,8.31574,4.69469,1,71.625
-119.5,58.5,395.694,0.124835,2.2,23.64269711,3,192.0015223,-49.64711828,504.6871749,1141.023659,38.55,58.5214822,-28.1,-14.13,8.31574,4.69469,1,71.625
-119.5,58.5,395.694,0.124835,2.2,23.64269711,3,192.0015223,-49.64711828,504.6871749,1141.023659,38.55,58.5214822,-28.1,-14.13,8.31574,4.69469,1,71.625
-119.5,58.5,395.694,0.124835,2.2,23.64269711,3,192.0015223,-49.64711828,504.6871749,1141.023659,38.55,58.5214822,-28.1,-14.13,8.31574,4.69469,1,71.625
-119.5,58.5,395.694,0.124835,2.2,23.64269711,3,192.0015223,-49.64711828,504.6871749,1141.023659,38.55,58.5214822,-28.1,-14.13,8.31574,4.69469,1,71.625
-119.5,58.5,395.694,0.124835,2.2,23.64269711,3,192.0015223,-49.64711828,504.6871749,1141.023659,38.55,58.5214822,-28.1,-14.13,8.31574,4.69469,1,71.625
-118,58.5,395.70337,0.131283333,1.894830602,21.67434767,3,197.6425712,-30.74916267,583.4051624,1222.4962,38.14665838,70.96046402,-27.86809995,-13.84563144,8.31916,4.69817,1,71.71428571
-117.5,58.5,383.6181,0.13063,1.7,20.81014911,3,198.4438767,-152.4546898,610.3152245,1249.964527,38.3,72.80457006,-28.05,-13.9,8.31869,4.69767,1,72
-121,58.5,453.8613,0.11579,2.614264441,30.55628811,3,184.7825618,-326.6932211,430.3061541,1061.232894,37.32926579,54.54706984,-30.00271349,-15.75602478,8.31089,4.68976,1,72
-119,58.5,361.71463,0.127696667,2.136156215,22.36645122,3,194.2692029,-0.726730804,530.5395602,1168.013413,38.15102296,62.83016098,-27.94186329,-14.07749199,8.31731,4.69629,1,73.58823529
-123,58.5,433.74402,0.10865,2.932781397,33.31401356,3,167.0073487,-165.1599177,342.8526199,958.2614887,36.66538781,54.60555337,-31.16991469,-16.4913266,8.27058,4.64886,2,74
-123.5,58.5,523.68616,0.108465,3,32.53499011,3,161.5057181,-39.922707,324.2449522,933.2739604,37.64,46.36095832,-35.43,-19.83,8.24468,4.62266,2,74
-124.5,58.5,922.39,0.10849,0.3,33.71384611,3,149.8281251,330.6775159,292.7498022,884.3957395,35.84,18.71170794,-34.34,-17.69,8.19042,4.56784,2,74
-156.5,58.5,122.421036,0.12099,0.5,18.63827644,2,69.79802493,-0.792006684,55.79966971,1406.041173,34.41,168.4719554,-23,-11.7,8.17726,4.55101,2,74
63.5,58.5,89.92187,-0.01828285,0.6,20.76083889,5,142.4322748,-6.620698431,2228.134165,3409.803711,40.56,83.55397834,-28.13,-13.5,8.20348,4.58243,1,75
-122.5,58.5,413.39954,0.10923,2.7,32.55372222,3,172.046624,41.82407661,362.9850684,983.5759373,38.82,59.35097339,-29.59,-15.08,8.29179,4.67033,1,76.5
-134,58.5,950.4199,0.094885667,0.108077464,14.33345844,8,70.71644406,-22.06193652,145.944225,564.7638284,32.68878241,52.32965064,-21.72645347,-9.95222034,7.91,4.28254,4,76.6
-122,58.5,485.08426,0.11067,2.751421884,30.58786344,3,176.7106145,200.3720957,384.4018004,1009.191418,37.06369112,61.96486437,-30.57869745,-16.13007025,8.30391,4.68262,1,78.5
-121.5,58.5,505.68973,0.112915,2.7,29.33739778,3,181.0175584,32.96984979,406.8990132,1035.084278,38.83,63.97670624,-29.62,-15.11,8.30853,4.68733,1,83
-130.5,58.5,1196.6896,0.10377,0.1,11.25832489,3,86.02090578,-47.54976157,52.32134072,639.6408642,34.42,16.36634124,-27.11,-13.93,7.89451,4.26889,4,88
9,59,224.55856,-0.048871667,1.060341824,20.89158889,8,69.10362,-59.42677155,938.837288,987.6947381,35.0307837,96.41971536,-23.85231493,-11.73707412,8.11403,4.49247,2,28.25
105.5,59,580.93634,-0.0887505,2.812792766,23.97952189,3,172.688652,-179.2058328,800.7626141,4665.806765,40.03690612,32.09514495,-30.03647759,-15.14955242,8.36313,4.74321,1,35
28,59,32.49145,-0.019214222,0.19740999,25.78334578,5,180.4764681,-72.41349764,1218.211845,1663.030054,38.71180773,89.92636692,-30.05181932,-14.11065779,8.32275,4.69994,1,38
25,59,56.905914,-0.026518556,0.20653131,14.87638767,1,64.88988,-176.659894,1123.175742,1513.516134,39.39827388,86.16354241,-30.63329899,-14.40678043,8.3198,4.69717,1,39.5
8,59,583.4497,-0.051794667,1.281413768,18.45278856,8,122.420346,52.52071322,933.2061859,981.0436262,34.52133359,70.24295579,-23.3461035,-12.09879042,8.08561,4.46428,2,39.66666667
42.5,59,177.73758,-0.037199,2.15911888,24.22239022,1,175.7799754,-112.2359214,1808.822567,2456.011338,28.70261022,107.3041222,-26.91723755,-14.42144439,8.36474,4.74306,1,40
24.5,59,43.721367,-0.023902833,0.23003473,14.42941889,1,170.4693448,-55.60804663,1109.773728,1489.454198,39.5432828,93.03303911,-30.6446246,-14.42434079,8.32336,4.70078,1,40
14.5,59,134.49391,-0.032278,0.088549861,22.92833322,9,160.3681811,-88.01794352,1013.150958,1092.537348,39.83392907,76.58725455,-28.38739592,-13.8526313,8.2872,4.66555,1,40
42,59,146.4508,-0.040352444,2.115344444,22.00218689,5,174.6127109,-16.74729582,1788.747459,2427.65294,27.27237464,123.6791459,-26.96429384,-14.40364464,8.3684,4.74675,1,43
40,59,120.64674,-0.051662,1.527000452,23.94044389,1,185.3726809,-66.73914828,1712.440837,2314.62116,42.2777455,90.24843747,-27.7311088,-14.11466151,8.37732,4.75571,1,43
7.5,59,824.6963,-0.052406,1.407413692,17.35394089,3,122.5011318,202.246004,932.0105672,979.2692093,34.28378109,74.75089786,-23.07860517,-12.23354785,8.07909,4.45791,2,46
88,59,134.31146,-0.015225157,1.640849054,21.60361144,1,121.7567138,101.5047813,1015.45065,4174.136566,44.67277538,62.08327545,-29.36069352,-16.02073788,8.18334,4.56319,2,50
26.5,59,66.9004,-0.025726333,0.172165229,20.70952311,1,175.6471231,-313.3824166,1167.727222,1587.247257,38.99615443,84.30284424,-30.31980687,-14.21104054,8.31571,4.69292,1,50
